add;27.151250
sub;82.548750
mul;248.998750
div;60290.651250
div non-vec;89835.291250
div new;93215.988750
sqr;227.058750
sqr new;364.655625
inv;57782.678750
inv non-vec;88682.245625
inv new;91175.066250
