add;31.457500
sub;306.852500
mul;1290.650000
div;314193.582500
div non-vec;266585.806250
div new;257970.975000
sqr;1184.101250
sqr new;989.161875
inv;313961.025625
inv non-vec;261400.741250
inv new;255894.916875
